,data,text,sentiment,stats,links
123,https://twitter.com/eabl2h9h22/status/1744027978168967606#m,สวย,,"Jan 7, 2024 · 4:07 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
124,https://twitter.com/fred_guttenberg/status/1744007830162624517#m,"Can the media stop giving @EliseStefanik a platform to speak to her audience of one.  First, Elise you will not be the VP nominee.  Second, engaging in batshit crazy talk only reinforces how far you have fallen from your commitment to defend Democracy.  We get it, you love Trump.",,"Jan 7, 2024 · 2:47 PM UTC","{'comments': 354, 'retweets': 1165, 'quotes': 65, 'likes': 7511}"
125,https://twitter.com/AmoneyResists/status/1743807315214528644#m,*Unarmed black guy gets shot to death during a traffic stop*  Republicans: “He should’ve just complied”  *Deranged white woman is killed trying to force her way into the chamber where lawmakers are sheltering for their lives on Jan 6th*  Republicans: “JUSTICE FOR ASHLI BABBITT!”,,"Jan 7, 2024 · 1:30 AM UTC","{'comments': 336, 'retweets': 9084, 'quotes': 102, 'likes': 78706}"
126,https://twitter.com/FGaitho237/status/1744007224001777743#m,At that point he was given that distributorship by EABL he should’ve resigned from public office.,,"Jan 7, 2024 · 2:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 1, 'likes': 2}"
127,https://twitter.com/Erastradamus/status/1743986396757467399#m,"The 1st is a legit, cheaper knock off produced by eabl. It's a potable spirit The 2nd is the original premium imported stuff.  Ether way captain Morgan attacks your organs",,"Jan 7, 2024 · 1:22 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
128,https://twitter.com/eabl2h9h22/status/1743950716954386909#m,แชทมาหน่อยครับ,,"Jan 7, 2024 · 11:00 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
129,https://twitter.com/TanzaniaInvest/status/1743826036486471906#m,"The best-performing stock of the week in terms of price variation were EABL (+8.79%), and DCB (+7.69%). https://www.tanzaniainvest.com/finance/capitalmarkets/dse-report-week-1-2024 @dsetanzania @coresecurities @DCBBankTZ @EABL_PLC #stocks",,"Jan 7, 2024 · 2:45 AM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 4}"
130,https://twitter.com/Evans_o_o/status/1743690837320429667#m,Fans na Futaa ndio hao wamekaa Juu ya container they can't even order one beer and cheers when a goal is  scored because EABL is in a Toxic relationship with Tusker Fc  #FootballKE,,"Jan 6, 2024 · 5:47 PM UTC","{'comments': 2, 'retweets': 10, 'quotes': 2, 'likes': 40}"
131,https://twitter.com/ahaqade/status/1743930568167858525#m,"EABL were quick to cancel Ads on Shaffie , 2 yrs same story customer posing with Black &  White",,"Jan 7, 2024 · 9:40 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
132,https://twitter.com/SamosaMotoMoto/status/1743916637789503571#m,Na hao mala.. walimvuta akina EABL,,"Jan 7, 2024 · 8:45 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
133,https://twitter.com/messisfan_Maury/status/1743902320868393159#m,Yea EABL pulled strings. The breakfast team was being factual on that day if you ask me.,,"Jan 7, 2024 · 7:48 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
134,https://twitter.com/messisfan_Maury/status/1743900295355126201#m,"What we know: Radio Africa Group, the parent company to Homeboyz Radio, sacked the breakfast team over gender-based violence utterances.  What happened: EABL, RAG's most influential advertising client, felt the trio had insulted its recently installed women empowerment(...) (1/2)",,"Jan 7, 2024 · 7:40 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 3}"
135,https://twitter.com/IamBaasal/status/1743888556861383133#m,They crucified Shaffie for telling women not to be available. Not to be loose. Not to be senseless.  The ear has always been good versus evil. Thats what they got him for. Boycott EABL? https://x.com/kamau_k7/status/1743854574513885656?t=2XCno46ZFEl4oF1GJ9KjPA&s=09,,"Jan 7, 2024 · 6:53 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
136,https://twitter.com/Linda_Nchi/status/1743888218594959781#m,EABL & Homeboyz fired Shaffie for telling ladies to be cautious when meeting strangers. We remember them for what they did,,"Jan 7, 2024 · 6:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
137,https://twitter.com/eabl81/status/1743886351786000572#m,😹😹😹,,"Jan 7, 2024 · 6:44 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
138,https://twitter.com/Norwegian_Lars/status/1743760763146178850#m,Happy #Caturday,,"Jan 6, 2024 · 10:25 PM UTC","{'comments': 90, 'retweets': 194, 'quotes': 14, 'likes': 1587}"
139,https://twitter.com/highbrow_nobrow/status/1743673761981763635#m,"Before supporting January 6, Vivek Ramaswamy condemned it.",,"Jan 6, 2024 · 4:39 PM UTC","{'comments': 17, 'retweets': 112, 'quotes': 0, 'likes': 369}"
140,https://twitter.com/eabl81/status/1743877725230862512#m,I just lost 10 IQ points listening to that,,"Jan 7, 2024 · 6:10 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 17}"
141,https://twitter.com/DemCastUSA/status/1741877781879787595#m,"📣 SPECIAL ELECTION on Feb. 13, 2024!!!  🗳️@RepTomSouzzi is the Democratic candidate running for George Santos's House seat in New York.  🧵⬇️Check out this thread to get involved.  #DemCastNY",,"Jan 1, 2024 · 5:43 PM UTC","{'comments': 1, 'retweets': 65, 'quotes': 1, 'likes': 72}"
142,https://twitter.com/ShawnForGeorgia/status/1743797140025905338#m,"Jan 6 is a sad day for America.  Marjorie Taylor Greene and I took the same oath to defend our Constitution, but we see our oaths differently.  I'm a retired general officer, and I'm running for Congress against MTG as a Democrat.  Join us > https://bit.ly/4aPVM6T  Watch and RT.",,"Jan 7, 2024 · 12:50 AM UTC","{'comments': 272, 'retweets': 1594, 'quotes': 39, 'likes': 4021}"
143,https://twitter.com/lipundaKE/status/1743771923895460303#m,Soon @EABL_PLC @eabl_kenya will start selling water instead of bear. What is with this new lager can? Flat as hell. Unakunywa na haishiki hata.,,"Jan 6, 2024 · 11:09 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 5}"
144,https://twitter.com/eabl81/status/1743704119553245563#m,"Donald J Trump just threatened insurrection again, on this, the 3rd anniversary of Jan 6. He needs to be tried and jailed ASAP. He is a very dangerous man and threatens our democracy as long as he remains free.",,"Jan 6, 2024 · 6:40 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
145,https://twitter.com/TheDemocrats/status/1743693937179505067#m,We’ll always be grateful to the officers who put their lives on the line to protect the Capitol on January 6.,,"Jan 6, 2024 · 6:00 PM UTC","{'comments': 4094, 'retweets': 4006, 'quotes': 280, 'likes': 13936}"
146,https://twitter.com/POTUS/status/1743663910996070724#m,"Three years ago, a violent mob fueled by lies attacked the U.S. Capitol.   Our democracy was tested. But it held because We the People prevailed.   It's up to us to prove – for all its imperfections – American democracy is still a beacon to the world and a promise to be kept.",,"Jan 6, 2024 · 4:00 PM UTC","{'comments': 17132, 'retweets': 10418, 'quotes': 981, 'likes': 50154}"
147,https://twitter.com/eabl81/status/1743700415563415634#m,"Me, as well, please.",,"Jan 6, 2024 · 6:25 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}"
148,https://twitter.com/Sir3_/status/1743666254605324554#m,EABL produce good stuff which you'll rarely find in your cheap ass wine and spirits,,"Jan 6, 2024 · 4:10 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
149,https://twitter.com/SamNeter/status/1743616295218593902#m,My guy really went from doing BBL & EABL top plays on Hoopsfix to the Euroleague in 3 years. 👏👏👏,,"Jan 6, 2024 · 12:51 PM UTC","{'comments': 2, 'retweets': 1, 'quotes': 0, 'likes': 45}"
150,https://twitter.com/fred_guttenberg/status/1743450881922633897#m,"No @VivekGRamaswamy, my daughter is not a hostage to a radical agenda.  She is f-cking dead because of radical people like you pushing a deadly agenda.  You are a miserable low life ass whose political viability long ago jumped the shark.  America, STOP LISTENING TO THE LIARS!!!",,"Jan 6, 2024 · 1:54 AM UTC","{'comments': 972, 'retweets': 6309, 'quotes': 165, 'likes': 38933}"
151,https://twitter.com/eabl81/status/1743522050457936307#m,Thank you for your service. And this tweet.,,"Jan 6, 2024 · 6:37 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
152,https://twitter.com/EarlOfEnough/status/1743393321429368905#m,"🇺🇸 I served in the U.S. Navy and I can tell you for a fact this country has given me more than I could ever give it.  🇺🇸So when I heard President Biden give his impassioned speech today defending our troops and our Democracy, I said to myself this a man who truly, truly gets it.",,"Jan 5, 2024 · 10:05 PM UTC","{'comments': 1780, 'retweets': 3212, 'quotes': 103, 'likes': 15314}"
153,https://twitter.com/45needstogo1/status/1743520704975233225#m,,,"Jan 6, 2024 · 6:31 AM UTC","{'comments': 1, 'retweets': 5, 'quotes': 0, 'likes': 11}"
154,https://twitter.com/eabl81/status/1743520588214538501#m,Wait... is he actually arguing that it's wrong to try to influence or pressure judges and courts...?,,"Jan 6, 2024 · 6:31 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
155,https://twitter.com/VoteDarkBrandon/status/1743320942015623290#m,"“A hit dog will holler”  Here’s the deal, folks: Instead of passing $14 billion in Border funding, @lawler4ny and House Republicans went on vacation for three weeks.  Mike, call me when you’re ready to put your big boy pants on and do your damn job. Until then, cut the malarkey.",,"Jan 5, 2024 · 5:17 PM UTC","{'comments': 24, 'retweets': 479, 'quotes': 13, 'likes': 1751}"
156,https://twitter.com/samtse22284164/status/1743519653786194064#m,@EABL_PLC mbona hakuna keg regular mukuyu muran'ga ☺️,,"Jan 6, 2024 · 6:27 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
157,https://twitter.com/ericswalwell/status/1743284804076904459#m,"On January 6 Harry and his fellow officers helped to save my life, and more importantly democracy. Their heroism gave it a chance to live on. But it’s not a guarantee. That’s why we must send Harry to Congress. Give Harry a follow and help him as he walks this new beat.",,"Jan 5, 2024 · 2:54 PM UTC","{'comments': 2624, 'retweets': 2897, 'quotes': 106, 'likes': 10038}"
158,https://twitter.com/POTUS/status/1743395612865818626#m,2023 was a great year for American workers.,,"Jan 5, 2024 · 10:14 PM UTC","{'comments': 4224, 'retweets': 2697, 'quotes': 264, 'likes': 11572}"
159,https://twitter.com/eabl81/status/1743516727319941316#m,Amen! Same is true for cats,,"Jan 6, 2024 · 6:15 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
160,https://twitter.com/eabl81/status/1743516586777215441#m,Exactly!,,"Jan 6, 2024 · 6:15 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
161,https://twitter.com/NoCapFights/status/1743431555878727829#m,The respect is wild 😌,,"Jan 6, 2024 · 12:37 AM UTC","{'comments': 2849, 'retweets': 12794, 'quotes': 2346, 'likes': 190091}"
162,https://twitter.com/eabl81/status/1743512171844440358#m,"He did! But she wasn't being a Karen. She's old, lonely and maybe a bit confused. He's a wonderful neighbor.",,"Jan 6, 2024 · 5:57 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
163,https://twitter.com/HelenofPhx/status/1743292803994783968#m,Why is Mike Johnson even Speaker of the House or a Congressman if Immigration Reform is too complicated for him?,,"Jan 5, 2024 · 3:26 PM UTC","{'comments': 2, 'retweets': 7, 'quotes': 0, 'likes': 25}"
164,https://twitter.com/eabl81/status/1743509668134339061#m,"I'm in AZ, too! Just followed you.",,"Jan 6, 2024 · 5:47 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
165,https://twitter.com/eabl81/status/1743509441063104964#m,Sure is! They're everywhere these days. I just block and move on.,,"Jan 6, 2024 · 5:46 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
166,https://twitter.com/kairetugakeni/status/1303069245706825729#m,Nilikuwa naishi na cuzo yangu nikiwa campus (our parents cost sharing on rent) ! She was on paid internship pale eabl! Alikuwa anapima her designer perfumes na ruler every evening nisikuwe nimejispray! Ilikuwa inaniuma sana. Small Small 20k made her treat me like crap!,,"Sep 7, 2020 · 8:34 PM UTC","{'comments': 22, 'retweets': 117, 'quotes': 13, 'likes': 305}"
167,https://twitter.com/thomaskaine5/status/1743272642205917472#m,Trump’s mental state questioned after 47-post tirade about E. Jean Carroll https://www.rawstory.com/conservative-questions-trumps-mental-state-after-his-47-post-tirade-about-e-jean-carroll/,,"Jan 5, 2024 · 2:06 PM UTC","{'comments': 18, 'retweets': 123, 'quotes': 13, 'likes': 292}"
168,https://twitter.com/Victorshi2020/status/1743326055086133326#m,BREAKING: NY AG Letitia James just asked a judge to force Donald Trump to pay $370 million & bar him & two of his associates from the New York real estate industry for the rest of their lives. She isn’t messing around at all. Donald Trump is about to go through some things.,,"Jan 5, 2024 · 5:38 PM UTC","{'comments': 1625, 'retweets': 3571, 'quotes': 142, 'likes': 17832}"
169,https://twitter.com/KipngetichManu3/status/1743317999157682451#m,So juzi December tukiwa local joint tukashika Mzinga ya Captain and Kiprop akasema anataka kuchapa mpaka kieleweke ni nani captain kati yake na the famous spirit from EABL.After taking two classes of the delicious golden spirit he started mentioning the name that my ears hated..,,"Jan 5, 2024 · 5:06 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 87}"
170,https://twitter.com/libradunn/status/1743234238290198748#m,"On January 6th, I defended our democracy from insurrectionists as a Capitol Police Officer. After, President Biden honored me with the Presidential Citizens Medal.  Today, I’m running for Congress to stop Trump's MAGA extremists & ensure it never happens again.  Join me:  https://secure.actblue.com/donate/loc_harry_dunn_website?refcode=tw",,"Jan 5, 2024 · 11:33 AM UTC","{'comments': 8619, 'retweets': 15395, 'quotes': 1727, 'likes': 56049}"
171,https://twitter.com/JoJoFromJerz/status/1740889948394320166#m,"Hey MAGA, I’m so curious about this notion that Trump “fought for you.” Can you tell me how? Cuz he didn’t fight for better healthcare for you, not better pay, lower taxes, lower drug prices, or safer bridges, he didn’t fight to lower the national debt, bring back coal or to make Mexico pay for his dumb wall.  He tried to ban Muslims from coming here. He swore. He bragged about rape. He said out loud the bigoted things you used to have to whisper. He mocked a disabled reporter. He demeaned women of color. He made up nicknames for the Dems you don’t like. He promised to “lock her up!” And none of that did a damn real thing “for you.”  He’s never “fought for you.” He’s not “fighting for you” now. He’s a bigoted, foul-mouthed, women-hating sexual predator so utterly depraved that he has taken pleasure in mocking someone’s physical disability. He’s a soulless, nepotistic criminal conman who in truth finds everything about you physically repulsive, but he also knows that you’re dumb enough and hateful enough that he can use you and toss you away in the span of a single thumbs up.  But sure, send him your money. Buy his Chinese-made merch. Because with your money, he’s fighting “for you” to shield himself from the law by getting back into the office he used you to help him try to steal. I’m sure he’ll remember you just like he did all those J6ers he’s left sitting in prison cells.  And when he takes that social security you’ve been paying into your whole working life & raises your taxes I’m sure he’ll flash that signature thumbs up. And then you’ll feel much, much better. Cuz it’s all being done “for you.”",,"Dec 30, 2023 · 12:18 AM UTC","{'comments': 2680, 'retweets': 5543, 'quotes': 294, 'likes': 19062}"
172,https://twitter.com/eabl81/status/1743296886361256016#m,"We need a speaker in the House with a backbone to control the radicals in his party, stop grandstanding, buckle down and do his job.",,"Jan 5, 2024 · 3:42 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
173,https://twitter.com/sylviamueni3/status/1743266899679404464#m,I remember when I was doing my internship in an advertising company. Rama was the golden boy of digital. EABL could not start meetings which targeted youth without him.  He was like a small god...then he started a you tube channel with his wife,,"Jan 5, 2024 · 1:43 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
